"","parameter_group","counts","procedure","GroupingTerm","lnCVR","lnCVR_lower","lnCVR_upper","lnCVR_se","lnVR","lnVR_lower","lnVR_upper","lnVR_se","lnRR","lnRR_lower","lnRR_upper","lnRR_se"
"130","rmssd",1,"Electrocardiogram (ECG)","Heart",0.180027316354045,-0.0882317330706567,0.448286365778746,0.136869376958298,-0.0161048471741746,-0.411280891205146,0.379071196856797,0.201624135518851,-0.117870307183875,-0.244984259942601,0.00924364557485052,0.0648552492603867
"131","rp macrophage (cd19-  cd11c-)",1,"Immunophenotyping","Immunology",-0.0765770988542832,-0.33980748062569,0.186653282917124,0.134303683051186,-0.074769138995684,-0.33513161995489,0.185593341963522,0.132840441463676,-0.0746395637779832,-0.207297957746604,0.058018830190637,0.0676840977768024
"132","rr",1,"Electrocardiogram (ECG)","Heart",-0.0761504533566737,-0.187668722046361,0.0353678153330138,0.0568981213784179,-0.0896868781771867,-0.206345819783031,0.0269720634286575,0.0595209618778891,-0.0125022606966082,-0.0214082491446215,-0.00359627224859494,0.0045439551533919
"133","sodium",1,"Clinical Chemistry","Physiology",0.0262099709123218,-0.117167375431254,0.169587317255897,0.0731530515226391,0.0338228025209208,-0.133716189944484,0.201361794986326,0.085480648515448,0.00996803938651792,0.0065815347372594,0.0133545440357764,0.0017278402439896
"134","spleen weight",1,"Immunophenotyping","Immunology",0.18742592974208,-0.0500874746918987,0.42493933417606,0.121182535142204,0.113370639793303,-0.160480727484294,0.3872220070709,0.139722652782246,-0.154234894224477,-0.210441478007612,-0.0980283104413419,0.0286773554139185
"135","st",1,"Electrocardiogram (ECG)","Heart",0.00328878016772777,-0.0544512328695914,0.061028793205047,0.0294597316546452,-0.00549758370850664,-0.0811809657181397,0.0701857983011264,0.038614679966884,-0.0034901940681806,-0.0175916668369075,0.0106112787005463,0.00719476116906102
"136","stroke volume",1,"Echo","Heart",0.0594275844900735,-0.0782445295296535,0.1970996985098,0.07024216521613,0.15743299750049,0.00918914330168702,0.305676851699292,0.0756360093186055,0.0937374542307711,0.0775587382596956,0.109916170201847,0.00825459860420451
"137","tibia length",1,"Heart Weight","Morphology",-0.147540338522386,-0.439612675821156,0.144531998776385,0.149019236885269,-0.137440083071669,-0.426135219721555,0.151255053578217,0.147296143667474,0.00951991431000588,0.005919862448847,0.0131199661711648,0.00183679490518991
"138","total bilirubin",1,"Clinical Chemistry","Physiology",0.060544919595614,-0.00976689613786912,0.130856735329097,0.0358740345680297,0.00226711637005727,-0.0859909545749057,0.0905251873150203,0.0450304554783309,-0.0550332785926618,-0.0979517931712644,-0.0121147640140592,0.02189760368922
"139","total cholesterol",1,"Clinical Chemistry","Physiology",0.0942594904487494,-0.0751596458281924,0.263678626725691,0.0864399231890475,0.31422081444894,0.112561293441961,0.515880335455919,0.102889401334741,0.202758272746874,0.175047701965203,0.230468843528545,0.0141383061118717
"140","total food intake",1,"Indirect Calorimetry","Metabolism",-0.119229260211951,-0.254290165385952,0.0158316449620487,0.0689098913241995,-0.0964841835102987,-0.256491155724892,0.063522788704295,0.0816377104256549,0.0267691263945041,-0.0233284849409068,0.0768667377299149,0.0255604754631077
"141","total protein",1,"Clinical Chemistry","Physiology",-0.0422347091809352,-0.0623878329221087,-0.0220815854397616,0.0102823949318145,-0.0355909338237468,-0.0619126777917434,-0.00926918985575008,0.0134297079821972,0.00926597632330694,-0.00081581341977024,0.0193477660663841,0.00514386479680293
"142","total water intake",1,"Indirect Calorimetry","Metabolism",-0.145738284512203,-0.23731645323615,-0.0541601157882547,0.0467244140434747,-0.209744276860092,-0.268194823771988,-0.151293729948197,0.0298222555990549,-0.0654283515187303,-0.137422008815212,0.00656530577775177,0.036732132765887
"143","triglycerides",1,"Clinical Chemistry","Physiology",-0.0320020293087727,-0.123365933182557,0.0593618745650112,0.0466150932335751,0.326895700996264,0.208711101922183,0.445080300070345,0.060299372848841,0.347355230682091,0.259200612616927,0.435509848747255,0.0449776724268998
"144","urea (blood urea nitrogen - bun)",1,"Clinical Chemistry","Physiology",-0.140530582096763,-0.266412025220079,-0.0146491389734463,0.0642264062586116,-0.0950039978324856,-0.250789700506836,0.0607817048418652,0.0794839619009168,0.0403161953949994,0.00518826357447515,0.0754441272155236,0.0179227435287632
"145","uric acid",1,"Clinical Chemistry","Physiology",0.0367062442155763,-0.0660619410831508,0.139474429514303,0.052433711083137,0.362695711875764,0.0914511803465593,0.633940243404969,0.138392610103424,0.44723486974931,-0.0801890551028666,0.974658794601486,0.269098783963598
"146","white blood cell count",1,"Hematology","Hematology",-0.0907957346430683,-0.170306269150479,-0.0112852001356578,0.0405673446729529,0.116844587662112,-0.00239341085580576,0.23608258618003,0.0608368314206037,0.197887565252057,0.136830480314576,0.258944650189539,0.0311521463756946
"147","whole arena average speed",1,"Open Field","Behaviour",-0.0156634299666952,-0.0857564482371504,0.0544295883037601,0.0357624011580519,-0.114014918266315,-0.184002910484471,-0.04402692604816,0.0357088154528409,-0.0997436515862641,-0.151956583848895,-0.0475307193236336,0.0266397406658895
"148","whole arena resting time",1,"Open Field","Behaviour",-0.0531306677583291,-0.101167227029199,-0.00509410848745941,0.0245088989643565,-0.0593671535616423,-0.107606711123583,-0.0111275959997013,0.0246124714241938,0.00458778965248626,-0.0513396204695504,0.0605151997745229,0.0285349172552072
