"","parameter_group","counts","procedure","GroupingTerm","lnCVR","lnCVR_lower","lnCVR_upper","lnCVR_se","lnVR","lnVR_lower","lnVR_upper","lnVR_se","lnRR","lnRR_lower","lnRR_upper","lnRR_se"
"1","pre-pulse inhibition",5,"Acoustic Startle and Pre-pulse Inhibition (PPI)","Behaviour",0.0232962568019804,-0.0802562786954966,0.126848792299457,0.0370506575307829,0.00910276053065511,-0.0364639931329001,0.0546695141942103,0.0143430617862661,-0.00521557517303265,-0.0427126404416142,0.0322814900955489,0.0128092386432555
"2","B cells",4,"Immunophenotyping","Immunology",-0.0938958674644716,-0.250002005587635,0.0622102706586914,0.0426972094061271,-0.0995336567150036,-0.206800139346802,0.007732825916795,0.0250131613440632,-0.00262809378381573,-0.12982296657031,0.124566779002678,0.0393017559020506
"3","cd4 nkt",6,"Immunophenotyping","Immunology",-0.0287687758526548,-0.0566986598381886,-0.000838891867120981,0.0101633512527766,-0.201874583045433,-0.310229372654363,-0.093519793436503,0.0331161235518715,-0.23444502287789,-0.400526574413405,-0.0683634713423745,0.0633501055282784
"4","cd4 t",7,"Immunophenotyping","Immunology",-0.150738702494516,-0.242797621515984,-0.0586797834730477,0.036069003632556,-0.169921252587411,-0.262944964585468,-0.0768975405893538,0.0348324368737344,-0.00312418444411703,-0.0411564264323345,0.0349080575441005,0.0148989096439867
"5","cd8 nkt",6,"Immunophenotyping","Immunology",-0.0424402262232944,-0.0782045864833515,-0.00667586596323735,0.0119223348161133,-0.0300441910215099,-0.182359422657406,0.122271040614386,0.0533765313889814,0.00353723970212928,-0.0573748805206878,0.0644493599249464,0.0205271971153725
"6","cd8 t",7,"Immunophenotyping","Immunology",-0.122368146481512,-0.217997584365858,-0.0267387085971661,0.0358726772662021,-0.158169754267303,-0.234257873371126,-0.0820816351634808,0.0270229229830225,-0.0415806199422669,-0.0510391426075816,-0.0321220972769523,0.00231186428450045
"7","cdcs",2,"Immunophenotyping","Immunology",-0.0362947395116383,-0.358863693864054,0.286274214840777,0.0253867272761676,0.108024766037871,-0.0565717936600985,0.272621325735841,0.0129540301856905,0.164254054275857,-0.170152012622368,0.498660121174082,0.026318328237398
"8","dn nkt",6,"Immunophenotyping","Immunology",-0.0619371404437794,-0.135938002098192,0.0120637212106327,0.0257745837107216,-0.157212859707538,-0.281434205724047,-0.0329915136910292,0.0447162691730373,-0.17271052810635,-0.290635646307322,-0.0547854099053773,0.0441033710925329
"9","dn t",7,"Immunophenotyping","Immunology",-0.0796127149127068,-0.184448079988249,0.0252226501628358,0.0420063031390454,-0.242103772212627,-0.343167842966852,-0.141039701458402,0.0406314212755234,-0.229814709736723,-0.251970800939052,-0.207658618534395,0.00723730991828965
"10","eosinophils",3,"Hematology","Hematology",-0.0662224916564999,-0.280663102371237,0.148218119058237,0.0325859094533211,-0.0154112489007383,-0.405165180074006,0.374342682272529,0.0865365803737347,-0.00424218435222954,-0.24092055825701,0.232436189552551,0.0508093357727298
"11","follicular b cells",2,"Immunophenotyping","Immunology",-0.116007682942895,-0.725669203695282,0.493653837809492,0.0479814022685054,-0.105019351910469,-0.694636425510994,0.484597721690057,0.0464038700652981,0.00524270522118814,-0.187238143506971,0.197723553949348,0.0151485713259575
"12","luc",2,"Hematology","Hematology",0.0180435667022175,-0.203846424154982,0.239933557559417,0.0174631210077607,0.265703502719042,-1.22513577067917,1.75654277611725,0.117331595417613,0.221549650798933,-1.41363889057118,1.85673819216905,0.128692129185886
"13","lymphocytes",2,"Hematology","Hematology",0.0805229832152261,-2.26181282246331,2.42285878889376,0.184345825863319,0.155015901820829,-1.08927061873105,1.39930242237271,0.0979274729462991,0.0602144440965069,-1.0131287159629,1.13355760415591,0.0844739387052049
"14","monocytes",3,"Hematology","Hematology",-0.0214677255461465,-0.203370610884903,0.16043515979261,0.0420604700556224,0.0784876215535237,-0.181100495501768,0.338075738608816,0.0585592999698774,0.102519340669375,-0.148337539168244,0.353376220506995,0.0571438174006914
"15","neutrophils",3,"Hematology","Hematology",0.258744587834298,0.0130803115873769,0.50440886408122,0.0557515555628967,0.37998052929448,-0.206044620735059,0.966005679324018,0.131798008074079,0.131937215715604,-0.266932386457746,0.530806817888954,0.0924336089073436
"16","nk cells",6,"Immunophenotyping","Immunology",-0.0414771690508551,-0.0960405856451719,0.0130862475434618,0.0200411384048214,0.0156533143037745,-0.070378945474938,0.101685574082487,0.0315487182627779,0.0471757359486321,-0.016221333220012,0.110572805117276,0.0231830532662641
"17","nkt cells",4,"Immunophenotyping","Immunology",0.00337566935639008,-0.106989042627936,0.113740381340716,0.0294660904685012,-0.245870515210806,-0.445233336681778,-0.0465076937398343,0.042673770699731,-0.182335470899894,-0.323394606973304,-0.0412763348264832,0.0314580383354724
"18","percentage of live gated events",2,"Immunophenotyping","Immunology",-0.0934933290911224,-0.303733964777584,0.11674730659534,0.0165462968724174,-0.0412606237796361,-0.141444316092243,0.0589230685329705,0.00788462758099455,0.0500940920717121,0.00811913488444645,0.0920690492589779,0.00330350077452812
"19","response amplitude",10,"Acoustic Startle and Pre-pulse Inhibition (PPI)","Behaviour",0.033314675958904,-0.0127585250651436,0.0793878769829515,0.0202946939924315,0.254927376126962,0.196978655521319,0.312876096732604,0.0255002676479418,0.201606170183802,0.110813648384777,0.292398691982828,0.0401163854077212
"20","t cells",3,"Immunophenotyping","Immunology",-0.133870079306977,-0.275028436978628,0.00728827836467466,0.0326594191722805,-0.124078626461943,-0.412010368199783,0.163853115275898,0.0668611069132291,-0.000574923328847526,-0.166320077596607,0.165170230938912,0.0374233031402027
"21","12khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",0.0538654619482855,-0.00568296802193655,0.113413891918507,0.0303824103095427,0.0869649457539634,0.00658022537758007,0.167349666130347,0.0410133660671562,0.00248508813339422,-0.0214503561135708,0.0264205323803592,0.0122121857522713
"22","18khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",0.023824139721242,-0.033180949391889,0.0808292288343729,0.0290847635787085,0.0250265713089457,-0.0488450323044687,0.0988981749223601,0.0376902862481679,-0.020076295346323,-0.0431507800529517,0.00299818936030567,0.0117729126089241
"23","24khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",0.0518127342966938,-0.0148242300117277,0.118449698605115,0.0339990759187645,-0.0891510268901835,-0.332199766709973,0.153897712929606,0.124006737744635,-0.0224536283262882,-0.0444163014000718,-0.00049095525250463,0.0112056513522811
"24","30khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",0.0170932643073705,-0.0533187389697925,0.0875052675845336,0.0359251516010314,-0.0344797454976411,-0.101790098310197,0.0328306073149146,0.0343426477953121,-0.0497873588418794,-0.0748197113489327,-0.0247550063348261,0.0127718431075802
"25","6khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",-0.00776782042737933,-0.0418582030598653,0.0263225622051067,0.0173933719708049,0.0141681941553936,-0.0189973090090462,0.0473336973198333,0.0169214860201744,0.0184043282823686,0.0056897207541546,0.0311189358105826,0.00648716386041029
"26","alanine aminotransferase",1,"Clinical Chemistry","Physiology",-0.0684216855537292,-0.189501980962527,0.0526586098550691,0.0617767960859813,0.0585179248050781,-0.132250747105963,0.249286596716119,0.0973327435686573,0.106944199506354,0.0319934402577936,0.181894958754915,0.0382408859753357
"27","albumin",1,"Clinical Chemistry","Physiology",0.113307995625902,0.0451475345912319,0.181468456660571,0.034776384450077,0.0559994780255817,-0.00806782798108795,0.120066784032251,0.0326880016735126,-0.0567840172573823,-0.0732083247412477,-0.0403597097735169,0.00837990269893645
"28","alkaline phosphatase",1,"Clinical Chemistry","Physiology",0.104364893545224,0.0451585189451506,0.163571268145298,0.0302078890566796,-0.311247085605358,-0.398016379422555,-0.224477791788162,0.0442708613533827,-0.421603166091268,-0.469483185782632,-0.373723146399903,0.0244290303643518
"29","alpha-amylase",1,"Clinical Chemistry","Physiology",0.038340674591181,-0.0423418551846476,0.11902320436701,0.0411653124303519,0.279556565017905,0.161577658613544,0.397535471422266,0.0601944256807591,0.224698658157684,0.179315127696988,0.270082188618381,0.0231552879637973
"30","area under glucose response curve",1,"Intraperitoneal glucose tolerance test (IPGTT)","Metabolism",-0.153172331448292,-0.221055121205641,-0.0852895416909432,0.0346347128277865,0.274839636469703,0.195089501980591,0.354589770958814,0.0406895918078957,0.435773823650116,0.365588161021657,0.505959486278574,0.0358096695562135
"31","aspartate aminotransferase",1,"Clinical Chemistry","Physiology",0.0119164618931294,-0.122828741044933,0.146661664831192,0.0687488157950429,-0.0566967839124763,-0.24577790087919,0.132384333054238,0.096471730326762,-0.0585576621753972,-0.133177733903069,0.0160624095522749,0.0380721647521412
"32","basophil cell count",1,"Hematology","Hematology",-0.0917931321891491,-0.202248712925848,0.0186624485475497,0.0563559236842913,0.203126544587618,-0.0131548575344453,0.419407946709682,0.110349681845209,0.267577213595616,0.0643028426289144,0.470851584562317,0.103713319515105
"33","basophil differential count",1,"Hematology","Hematology",-0.0934739322440641,-0.178751217353568,-0.00819664713456056,0.0435096184328691,-0.0639510676035025,-0.28280658417061,0.154904448963605,0.111663029674735,-0.0156338790060628,-0.110231041284705,0.0789632832725795,0.0482647451814486
"34","bmc/body weight",1,"Body Composition (DEXA lean/fat)","Morphology",0.131499844555886,0.0329845825413328,0.23001510657044,0.0502638123922834,-0.0448684301730079,-0.134014610000785,0.0442777496547688,0.0454835805815569,-0.172237836280291,-0.220703038771185,-0.123772633789397,0.0247275985034325
"35","body length",1,"Body Composition (DEXA lean/fat)","Morphology",-0.0347987754635723,-0.0824527758325645,0.0128552249054199,0.0243137122645522,-0.00596772527617619,-0.0526220870408426,0.0406866364884902,0.0238036831965639,0.0282721654997773,0.0233253836428281,0.0332189473567264,0.00252391467188618
"36","body temp",1,"Echo","Heart",-0.0325367938736763,-0.106642912845857,0.041569325098504,0.0378099391400658,-0.030374152259914,-0.104453692113126,0.0437053875932979,0.0377963781158949,0.00185318691651027,-0.000500248540102933,0.00420662237312348,0.00120075443996768
"37","body weight",1,"Body Weight","Morphology",0.0245675211480371,-0.0420401779856586,0.0911752202817328,0.0339841444328002,0.233579327769565,0.169497935152359,0.297660720386771,0.0326951888517705,0.20967700095077,0.193872727225882,0.225481274675657,0.00806355313135843
"38","body weight after experiment",1,"Indirect Calorimetry","Metabolism",0.0853707791593699,0.0299664555735837,0.140775102745156,0.0282680314652761,0.284937049664952,0.232887526728868,0.336986572601035,0.0265563670284984,0.203097326965343,0.186407595959307,0.219787057971379,0.00851532535173219
"39","body weight before experiment",1,"Indirect Calorimetry","Metabolism",0.10535114289087,0.0412461051923427,0.169456180589396,0.0327072528904507,0.30389983130644,0.243542838410451,0.364256824202429,0.0307949499950393,0.200863772096344,0.181636159475926,0.220091384716761,0.00981018670347149
"40","bone area",1,"Body Composition (DEXA lean/fat)","Morphology",0.098158694741959,0.0272824478652702,0.169034941618648,0.0361620149328006,0.128654553492105,0.0533659272922856,0.203943179691925,0.0384132702405182,0.0315240947716686,0.000380607925839244,0.0626675816174981,0.0158898260842981
"41","bone mineral content (excluding skull)",1,"Body Composition (DEXA lean/fat)","Morphology",0.170922992657964,0.0625642234500735,0.279281761865855,0.0552861022256587,0.209137156041946,0.101559970284286,0.316714341799605,0.0548873278316411,0.0372537148343638,-0.0130827797342373,0.087590209402965,0.0256823569033151
"42","bone mineral density (excluding skull)",1,"Body Composition (DEXA lean/fat)","Morphology",0.0542637505123344,-0.0881611873261832,0.196688688350852,0.0726671198868691,0.0492830069389483,-0.108786823476342,0.207352837354239,0.0806493546116792,0.00122861807956649,-0.0187941708289881,0.0212514069881211,0.0102158963463062
"43","calcium",1,"Clinical Chemistry","Physiology",0.00979459723595741,-0.0464599603150522,0.066049154786967,0.0287018322758675,0.0135682805027269,-0.0424600258932746,0.0695965868987284,0.0285863958919376,0.00365644494946438,-6.08523762087336e-05,0.0073737422751375,0.00189661511894845
"44","cardiac output",1,"Echo","Heart",0.0133815579795483,-0.0797535338273904,0.106516649786487,0.0475187771518133,0.101799078061839,0.0206287167756585,0.182969439348019,0.0414142106316451,0.0934439113823492,0.0580233013862417,0.128864521378457,0.018072071872494
"45","center average speed",1,"Open Field","Behaviour",0.0167300029531762,-0.0404735075021707,0.0739335134085231,0.0291860008176481,-0.0588514644182057,-0.100420924386203,-0.017282004450208,0.0212092978727631,-0.0724619158063436,-0.11496221554914,-0.0299616160635468,0.0216842248521063
"46","center distance travelled",1,"Open Field","Behaviour",-0.0162602579531556,-0.0733243373780978,0.0408038214717866,0.0291148612296228,-0.106063661087069,-0.202334349252399,-0.00979297292174006,0.0491186006093481,-0.0940204102421721,-0.194577423996207,0.00653660351186294,0.0513055416054662
"47","center permanence time",1,"Open Field","Behaviour",-0.0253715411643072,-0.0826434931267164,0.0319004107981019,0.0292209205955635,-0.0255733583076942,-0.101438910366927,0.0502921937515385,0.0387076255776384,-0.00351506781633204,-0.0902885864089832,0.0832584507763191,0.0442730168906723
"48","center resting time",1,"Open Field","Behaviour",0.0244491950124001,-0.0737921818096951,0.122690571834495,0.0501240724814388,-0.0228689976667954,-0.1548339469236,0.10909595159001,0.0673302929532011,-0.0630750617216606,-0.221545671803023,0.0953955483597013,0.0808538377905706
"49","chloride",1,"Clinical Chemistry","Physiology",0.0321555418067106,-0.127097179752306,0.191408263365727,0.0812528815912851,0.0241491457138654,-0.143850184438642,0.192148475866373,0.0857155189981371,-0.0127046602544145,-0.0177348575733221,-0.00767446293550694,0.00256647436309296
